n_ticks|n_ma,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
47,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
48,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
49,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
50,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
51,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
52,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
53,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
54,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
55,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
56,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
57,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
58,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
59,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
60,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
61,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
62,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
63,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
64,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
65,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
66,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
67,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
68,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
69,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
70,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
